,Name,p-value,Corr,Column-Id,Keywords,Signed corr value
3612,FC_LocalSimple_lfit4_tauresrat,8.552633908621375e-19,0.2748767752625114,3116,['forecasting'],-0.2748767752625114
3613,SY_SlidingWindow_mom4_sampen10_10,8.653189123075539e-19,0.27483784833738545,684,['stationarity'],-0.27483784833738545
3614,MD_pNN_raw_pnn30,8.747036747978976e-19,0.27480191844204027,7736,"['medical,raw,spreaddep']",-0.27480191844204027
3615,SB_TransitionMatrix_31_stddiag,8.811505782091108e-19,0.2747774558587631,1341,"['symbolic,transitionmat']",-0.2747774558587631
3616,EN_DistributionEntropy_ks_05_0,8.942775937237922e-19,0.2747281867393247,875,['entropy'],-0.2747281867393247
3617,MF_FitSubsegments_arma_2_2_uniform_25_01_q_2_max,9.16961988844545e-19,0.27464470385529327,7031,"['model,prediction']",-0.27464470385529327
3618,ST_LocalExtrema_n25_meanmax,9.86937712309253e-19,0.2743994486258049,3358,"['distribution,stationarity']",-0.2743994486258049
3619,EN_mse_1-10_2_015_cvSampEn,1.0368156520928477e-18,0.27436713973905347,2761,"['entropy,sampen,mse']",0.27436713973905347
3620,EX_MovingThreshold_1_002_maxq,1.024134559302997e-18,0.2742759735672853,3455,['outliers'],-0.2742759735672853
3621,NL_TSTL_PoincareSection_max_1_pwithin05,1.1980456413177663e-18,0.27414849308330386,5534,"['nonlinear,tstool']",0.27414849308330386
3622,SC_FluctAnal_2_rsrangefit_50_1_logi_r2_ssr,4.0897689001327625e-18,0.2741439614049058,4049,['scaling'],0.2741439614049058
3623,NL_TSTL_PoincareSection_max_ac_stdD,1.6913334097267262e-18,0.27405270952328115,5495,"['nonlinear,tstool']",-0.27405270952328115
3624,FC_LoopLocalSimple_mean_ac1_meansgndiff,1.114923820870294e-18,0.2739922529705731,3053,['forecasting'],0.2739922529705731
3625,DN_OutlierInclude_p_001_nfexprmse,1.1300443992738974e-18,0.27394722534380056,3257,"['distribution,outliers']",0.27394722534380056
3626,SY_SpreadRandomLocal_100_100_meankurt,1.1418153847546096e-18,0.2739125818821239,2129,['stationarity'],-0.2739125818821239
3627,PP_Compare_medianf10_swss10_1,1.1888923183123172e-18,0.27390951195934743,6109,"['preprocessing,raw,stationarity']",-0.27390951195934743
3628,FC_Surprise_T1_50_3_udq_500_tstat,1.732515574394732e-18,0.27383800946167874,2390,"['information,symbolic']",0.27383800946167874
3629,NL_TSTL_LargestLyap_n1_01_001_3_1_4_vse_rmsres,1.6059409642694165e-18,0.2736947127862035,5604,"['nonlinear,tstool']",0.2736947127862035
